UID,lon,lat
VNM-UNINHABITED-60,12005536.933372866,1506966.678838511
VNM-UNINHABITED-61,12090936.245373584,1825863.8843991994
VNM-UNINHABITED-62,12585361.839757927,912627.0801596649
VNM-UNINHABITED-63,12007816.30984123,1238538.4741470986
VNM-UNINHABITED-64,12029899.835148718,1706218.5714280524
VNM-UNINHABITED-65,12190312.109257288,1524127.5643795277
VNM-UNINHABITED-66,11568935.6906549,1075296.7369118435
VNM-UNINHABITED-67,12009544.672524769,1340909.2120566722
VNM-UNINHABITED-68,11624974.103436204,2485555.2346589086
VNM-UNINHABITED-69,11517225.26209747,2377662.3111907463
VNM-UNINHABITED-70,12050546.926924989,1401687.3201061871
VNM-UNINHABITED-71,12089709.382856503,1293911.9504568488
VNM-UNINHABITED-72,12001681.997255817,1196687.3860995197
VNM-UNINHABITED-73,12084458.565902617,1338456.086692701
VNM-UNINHABITED-74,12180497.209120624,1227230.5060191578
VNM-UNINHABITED-75,12116086.92697378,1798703.2850934789
VNM-UNINHABITED-76,12109645.898759097,1774067.7244841356
VNM-UNINHABITED-77,12636890.065475404,1001518.8229645601
VNM-UNINHABITED-78,11565284.516638521,986246.0790662176
VNM-UNINHABITED-79,11449801.585930418,2514979.694810723
VNM-UNINHABITED-80,12172215.887130316,1341407.6655299694
VNM-UNINHABITED-81,11582390.729014907,2462955.292018029
VNM-UNINHABITED-82,12476477.791366836,992408.6928095091
VNM-UNINHABITED-83,11738852.369881034,2350070.1104541356
VNM-UNINHABITED-84,11816302.730264489,996873.1720943553
VNM-UNINHABITED-85,11448188.57932355,2504303.429617796
VNM-UNINHABITED-86,11997829.742696133,1448430.1281123632
VNM-UNINHABITED-87,11861279.762523692,2275145.126325594
VNM-UNINHABITED-88,12049836.351051312,1078125.8037306787
VNM-UNINHABITED-89,11683042.341283426,2490401.939892698
VNM-UNINHABITED-90,11430445.506648012,2583728.037178859
VNM-UNINHABITED-91,11596907.788476713,2471991.7189535173
VNM-UNINHABITED-92,12065961.308278456,1608625.7143094772
VNM-UNINHABITED-93,11556460.84609894,1005984.2933040196
VNM-UNINHABITED-94,11639829.319472898,990496.5887091202
VNM-UNINHABITED-95,12116086.92697378,1179900.2680501218
VNM-UNINHABITED-96,11744336.59234438,2365786.0595375476
VNM-UNINHABITED-97,12156880.105666783,1362881.2442054148
VNM-UNINHABITED-98,12117927.220749404,1301873.9659116154
VNM-UNINHABITED-99,11991047.414900608,1589747.557849268
VNM-UNINHABITED-100,11475287.090318922,2497836.2156691775
VNM-UNINHABITED-101,12459608.431756947,943551.4936803717
VNM-UNINHABITED-102,11925392.046305269,2345843.020981482
VNM-UNINHABITED-103,12094310.117295563,1123188.431485739
VNM-UNINHABITED-104,12420655.54683957,953864.491755967
VNM-UNINHABITED-105,11517547.863418844,2377020.150415507
VNM-UNINHABITED-106,12186631.521706037,1285645.8082902087
VNM-UNINHABITED-107,11662344.892573897,1026339.8448514768
VNM-UNINHABITED-108,11765490.558536567,981085.3298838185
VNM-UNINHABITED-109,12111486.19253472,1725184.582535718
VNM-UNINHABITED-110,11881719.598057926,1051266.7429510257
VNM-UNINHABITED-111,11673686.902963595,2514332.4578525675
VNM-UNINHABITED-112,12015469.805018384,2291755.524884697
VNM-UNINHABITED-113,11827864.781316351,1218279.2944285069
VNM-UNINHABITED-114,11510773.23567,2477157.513862007
VNM-UNINHABITED-115,11427219.493434276,2554508.0235819425
VNM-UNINHABITED-116,11531419.720237903,2425890.564827913
VNM-UNINHABITED-117,12169148.73083761,1289013.2378905527
VNM-UNINHABITED-118,11579889.212704033,997176.8435271434
VNM-UNINHABITED-119,11525290.295131806,2376378.0126778902
VNM-UNINHABITED-120,11704029.129260875,1135895.8342074836
VNM-UNINHABITED-121,11480771.312782269,2499452.7897859216
VNM-UNINHABITED-122,11873504.456521071,1086252.1110090213
VNM-UNINHABITED-123,11500780.44234918,1035153.6597822417
VNM-UNINHABITED-124,12078054.188944217,1063522.4440778801
VNM-UNINHABITED-125,11497546.58149369,2586327.8553723367
VNM-UNINHABITED-126,12054437.085490374,1813060.0734534822
VNM-UNINHABITED-127,11489804.149780726,2393402.4668234824
VNM-UNINHABITED-128,12191845.68740364,1585610.2584193258
VNM-UNINHABITED-129,11781616.577108901,1029986.7040777117
VNM-UNINHABITED-130,11609098.604835056,1037585.4011900376
VNM-UNINHABITED-131,12667561.628402472,1122579.1119395907
VNM-UNINHABITED-132,12133569.71784221,1348461.6058226847
VNM-UNINHABITED-133,11481093.914103644,2560672.436727734
VNM-UNINHABITED-134,12070585.622684494,1523934.5476802401
VNM-UNINHABITED-135,12140010.746056896,1158241.5518160006
VNM-UNINHABITED-136,12051780.077433266,1600887.1046642712
VNM-UNINHABITED-137,12148905.499305744,1326691.5956462664
VNM-UNINHABITED-138,11991663.990154747,1593150.8027284509
VNM-UNINHABITED-139,11647233.59461097,2383442.796071744
VNM-UNINHABITED-140,12764177.051622737,997874.5287206937
VNM-UNINHABITED-141,11710418.683789536,1117309.6904603508
VNM-UNINHABITED-142,12657133.297007268,1126539.8705073074
VNM-UNINHABITED-143,11990333.5189728,1267590.15006109
VNM-UNINHABITED-144,11484642.52863875,2391795.6916255
VNM-UNINHABITED-145,12189698.677998744,1538635.870649913
VNM-UNINHABITED-146,11971625.29439524,1471830.0949108873
VNM-UNINHABITED-147,12172829.318388857,1369019.3382750093
VNM-UNINHABITED-148,11653825.486535683,971979.6777420697
VNM-UNINHABITED-149,11822171.26941693,2241968.5875178715
VNM-UNINHABITED-150,11611532.720845971,999606.2957683816
VNM-UNINHABITED-151,12621860.999641139,923235.9613431158
VNM-UNINHABITED-152,12700686.916363705,965393.7150893309
VNM-UNINHABITED-153,12088175.80471015,1829925.1232678532
VNM-UNINHABITED-154,11591146.999254532,989889.3463703804
VNM-UNINHABITED-155,11460770.030857116,2551588.8295207014
VNM-UNINHABITED-156,12483838.966469333,988461.5944645045
VNM-UNINHABITED-157,11830185.304889627,2361555.2876791526
VNM-UNINHABITED-158,11687236.15846128,2382800.427627637
VNM-UNINHABITED-159,12750068.132676285,998178.2075497916
VNM-UNINHABITED-160,12171602.455871776,1613773.3131020127
VNM-UNINHABITED-161,11561024.813619412,1054611.7978376807
VNM-UNINHABITED-162,12021005.08189987,1237315.8063378865
VNM-UNINHABITED-163,11632222.70693878,1021781.7384519659
VNM-UNINHABITED-164,12180190.493491355,1629260.610736045
VNM-UNINHABITED-165,12016327.000320293,1706334.9802132517
VNM-UNINHABITED-166,11643176.228987914,1077730.991803288
VNM-UNINHABITED-167,11998614.840963108,1754751.5609985953
VNM-UNINHABITED-168,12030508.231165484,1555739.3274603635
VNM-UNINHABITED-169,12127128.689627524,1516413.5367734595
VNM-UNINHABITED-170,12720010.001007758,986032.7976134624
VNM-UNINHABITED-171,11578367.890197206,1158760.7563502819
VNM-UNINHABITED-172,12762950.189105654,1089386.3785733897
VNM-UNINHABITED-173,11628571.532922402,1014793.6459864187
VNM-UNINHABITED-174,11562546.136126239,1074079.6676709135
VNM-UNINHABITED-175,11980825.33446541,1177459.1811910463
VNM-UNINHABITED-176,12066577.883532595,1535663.981589335
VNM-UNINHABITED-177,11596319.495777734,1005073.0898592828
VNM-UNINHABITED-178,11736901.931987435,2448704.50557492
VNM-UNINHABITED-179,12723383.872929737,1277381.796227303
VNM-UNINHABITED-180,11647131.667505655,1117918.9224933428
VNM-UNINHABITED-181,12188165.09985239,1419706.8221955372
VNM-UNINHABITED-182,11610457.043974398,2413982.049633223
VNM-UNINHABITED-183,11849739.551443007,2294631.9127025623
VNM-UNINHABITED-184,11973783.307784725,1281475.1393643573
VNM-UNINHABITED-185,11473996.685033426,2465213.95643699
VNM-UNINHABITED-186,11891456.062101599,1113959.0945016164
VNM-UNINHABITED-187,11505934.2158494,2445218.8593107313
VNM-UNINHABITED-188,11557550.427269151,2542185.987046778
VNM-UNINHABITED-189,12612659.530763019,922023.3899307328
VNM-UNINHABITED-190,11456576.213679262,2413016.846898281
VNM-UNINHABITED-191,12013030.475538831,1821803.3661052315
VNM-UNINHABITED-192,12135716.727247104,1374237.700063455
VNM-UNINHABITED-193,12628302.027855825,916264.1268955611
VNM-UNINHABITED-194,11572891.129172642,1020870.1793322
VNM-UNINHABITED-195,12003070.632356312,1605529.9927532896
VNM-UNINHABITED-196,12141544.324203249,1623374.3345930467
VNM-UNINHABITED-197,12001529.194220966,1661930.8758327821
VNM-UNINHABITED-198,11914492.958062403,2348086.7944265814
VNM-UNINHABITED-199,11523354.687203566,2545103.5479679895
VNM-UNINHABITED-200,11787701.867136199,950134.0953827854
VNM-UNINHABITED-201,11376571.085978644,2550940.188689095
VNM-UNINHABITED-202,12069772.866953908,1837737.229823491
VNM-UNINHABITED-203,12174362.89653521,1620896.307686392
VNM-UNINHABITED-204,11578976.419199936,974104.1534152422
VNM-UNINHABITED-205,11856769.908946007,1027555.4275730657
VNM-UNINHABITED-206,12174362.89653521,1410791.8077651018
VNM-UNINHABITED-207,11814477.143256303,988067.6727388998
VNM-UNINHABITED-208,12174976.32779375,1236398.8349523304
VNM-UNINHABITED-209,12069352.47217622,1667205.52222812
VNM-UNINHABITED-210,11854868.534145534,2370539.8800132275
VNM-UNINHABITED-211,11864985.050482858,1065257.0714788302
VNM-UNINHABITED-212,12501015.041708492,986943.5797905531
VNM-UNINHABITED-213,11397862.773189291,2527281.8864642372
VNM-UNINHABITED-214,11658389.454056155,1095384.0134083794
VNM-UNINHABITED-215,11676912.916177329,2482324.8571284115
VNM-UNINHABITED-216,11875063.90353673,2297828.424166407
VNM-UNINHABITED-217,11607876.23340341,2435874.1857373714
VNM-UNINHABITED-218,11983648.511850946,1470906.044841609
VNM-UNINHABITED-219,11986114.8128675,1686762.495511437
VNM-UNINHABITED-220,12083225.41539434,1440429.2896094979
VNM-UNINHABITED-221,11438833.14100372,2485878.3057966
VNM-UNINHABITED-222,11657476.660552058,1133153.019641845
VNM-UNINHABITED-223,11590133.16072787,2488139.9738770416
VNM-UNINHABITED-224,12019164.788124245,1187834.9825282304
VNM-UNINHABITED-225,11632831.23594151,1131629.3234055107
VNM-UNINHABITED-226,11854227.411307719,2411669.9248672538
VNM-UNINHABITED-227,12061798.26059287,1087255.7426372378
VNM-UNINHABITED-228,11975304.453138538,1794959.4985331735
VNM-UNINHABITED-229,11999228.27222165,1245569.6878205054
VNM-UNINHABITED-230,11470448.07049832,2418487.0274439845
VNM-UNINHABITED-231,12137250.305393457,1278912.0087824487
VNM-UNINHABITED-232,12112406.339422531,1743542.9351702183
VNM-UNINHABITED-233,11542464.679036163,991103.8399547074
VNM-UNINHABITED-234,12528312.73271358,967517.8597906491
VNM-UNINHABITED-235,11791353.041152574,947100.8672988075
VNM-UNINHABITED-236,12091549.18132521,1458280.3923534085
VNM-UNINHABITED-237,12045614.32489188,1391549.0745887677
VNM-UNINHABITED-238,11969775.568632824,1590366.2966345411
VNM-UNINHABITED-239,11745409.101446487,1200260.2890917417
VNM-UNINHABITED-240,12010883.466133937,1211955.513226748
VNM-UNINHABITED-241,11622181.978393741,971372.7043572606
VNM-UNINHABITED-242,11579280.683701303,1014793.6459864187
VNM-UNINHABITED-243,11998138.030323204,1374352.6825286504
VNM-UNINHABITED-244,12669708.637807366,1146959.864512981
VNM-UNINHABITED-245,12455621.12857643,985122.0353835984
VNM-UNINHABITED-246,12500708.32607922,992105.0564927291
VNM-UNINHABITED-247,12088774.592681587,1333550.4209589395
VNM-UNINHABITED-248,11974384.306250725,1274015.5838682964
VNM-UNINHABITED-249,11885979.30107703,1074079.6676709135
VNM-UNINHABITED-250,12127435.405256797,1451392.6837656638
VNM-UNINHABITED-251,12018858.072494974,1158241.5518160006
VNM-UNINHABITED-252,12024378.953821845,1719275.5466353432
VNM-UNINHABITED-253,12760189.748442218,1104304.2151551717
VNM-UNINHABITED-254,11500171.91334645,1029986.7040777117
VNM-UNINHABITED-255,11503353.40527841,2591203.613700196
VNM-UNINHABITED-256,11513676.647562362,2515303.3225276945
VNM-UNINHABITED-257,11970591.206371281,2277380.277006466
VNM-UNINHABITED-258,12167001.721432716,1202488.4713962066
VNM-UNINHABITED-259,11598198.193762207,2416556.1817364986
VNM-UNINHABITED-260,11985337.031641044,2305822.1263546282
VNM-UNINHABITED-261,12007509.594211958,1822740.3449249659
VNM-UNINHABITED-262,12172215.887130316,1484038.2517552609
VNM-UNINHABITED-263,11759101.004007906,943764.561960313
VNM-UNINHABITED-264,12093389.97040775,1323626.6264049208
VNM-UNINHABITED-265,11561421.643125633,2479095.0859316783
VNM-UNINHABITED-266,11857378.437948737,1221334.3116835388
VNM-UNINHABITED-267,12600390.905592192,916870.3300901777
VNM-UNINHABITED-268,12654372.856343832,1114658.8785413757
VNM-UNINHABITED-269,12698846.622588081,997267.1777932948
VNM-UNINHABITED-270,12729518.18551515,1109481.1849683318
VNM-UNINHABITED-271,11651999.899527494,1046097.6759431281
VNM-UNINHABITED-272,11576542.30318902,1064648.6911915
VNM-UNINHABITED-273,11607876.23340341,2436518.485655098
VNM-UNINHABITED-274,12103880.686407983,1473370.2458300544
VNM-UNINHABITED-275,11500449.99338605,2403689.270310132
VNM-UNINHABITED-276,12663881.040851224,1011238.5298758115
VNM-UNINHABITED-277,12008311.522016492,1484153.6713097473
VNM-UNINHABITED-278,11972550.157276448,1601196.6046616852
VNM-UNINHABITED-279,11827256.252313621,1001732.1844794995
VNM-UNINHABITED-280,12182337.50289625,1267896.0942582851
VNM-UNINHABITED-281,12079834.251496576,1295251.4348594085
VNM-UNINHABITED-282,12106346.987424538,1450276.793287422
VNM-UNINHABITED-283,12101671.292398058,1295136.7461512
VNM-UNINHABITED-284,12139397.314798351,1757554.54240399
VNM-UNINHABITED-285,11977791.046936627,1319450.9522067388
VNM-UNINHABITED-286,12031124.806419622,1518997.3536175613
VNM-UNINHABITED-287,11702812.071255416,1123402.4658291605
VNM-UNINHABITED-288,12158106.968183864,1177459.1811910463
VNM-UNINHABITED-289,12003215.57540217,1810562.5998318517
VNM-UNINHABITED-290,11841725.515970312,2259187.542757896
VNM-UNINHABITED-291,11878910.640563626,2346163.5430258648
VNM-UNINHABITED-292,11629788.590927862,1024820.4184193471
VNM-UNINHABITED-293,12507149.354293903,1006682.1286241545
VNM-UNINHABITED-294,12095230.264183374,1812123.4891373264
VNM-UNINHABITED-295,11614973.462473627,2479740.9917095434
VNM-UNINHABITED-296,11826039.194308165,1031202.3979513464
VNM-UNINHABITED-297,11632831.23594151,1013578.4490890503
VNM-UNINHABITED-298,12004920.358118728,1690489.3859344674
VNM-UNINHABITED-299,12144918.196125224,1424319.10646653
VNM-UNINHABITED-300,12125288.395851903,1779366.8574295812
VNM-UNINHABITED-301,11472061.077105187,2404332.393630587
VNM-UNINHABITED-302,11742366.456432842,1010844.3893997362
VNM-UNINHABITED-303,11764577.765032474,1002035.8918723249
VNM-UNINHABITED-304,11652072.614431573,2400795.5041321525
VNM-UNINHABITED-305,12016635.287947362,1707889.0222355358
VNM-UNINHABITED-306,12105658.595578577,1794335.5927208527
VNM-UNINHABITED-307,11634656.822949696,1039409.3053464582
VNM-UNINHABITED-308,12114246.633198157,1608819.3490554225
VNM-UNINHABITED-309,12110872.761276178,1379764.0119903649
VNM-UNINHABITED-310,11616096.688366445,1038193.3598898207
VNM-UNINHABITED-311,11822491.830835838,2270037.216719318
VNM-UNINHABITED-312,12138170.45228127,1730472.8402052524
VNM-UNINHABITED-313,12141237.608573977,1327917.6678750077
VNM-UNINHABITED-314,12079894.482719839,1175323.3700894662
VNM-UNINHABITED-315,12167921.868320527,1144521.048675777
VNM-UNINHABITED-316,12031433.09404669,1550487.400300384
VNM-UNINHABITED-317,12162707.702622924,1246792.6599562436
VNM-UNINHABITED-318,12076134.799971744,1597792.3076409325
VNM-UNINHABITED-319,12665721.334626846,1109785.7351093171
VNM-UNINHABITED-320,12072533.307617344,1152447.807356464
VNM-UNINHABITED-321,12101978.00802733,1226619.3733491316
VNM-UNINHABITED-322,12007078.371508215,1354711.695871051
VNM-UNINHABITED-323,11971010.434328746,1785914.4990723524
VNM-UNINHABITED-324,12505922.49177682,974194.4375923434
VNM-UNINHABITED-325,12132649.570954397,1104913.2329762913
VNM-UNINHABITED-326,12182030.787266977,1320255.5082250303
VNM-UNINHABITED-327,11616096.688366445,1146564.3162568542
VNM-UNINHABITED-328,12529232.879601393,1006378.3866813788
VNM-UNINHABITED-329,11693684.136214472,1085034.6910353398
VNM-UNINHABITED-330,12782886.70500825,993319.6151495564
VNM-UNINHABITED-331,12081067.402004853,1378650.8535978138
VNM-UNINHABITED-332,12170682.308983963,1654990.3437749879
VNM-UNINHABITED-333,12126515.258368984,1650338.4527479708
VNM-UNINHABITED-334,11634656.822949696,977746.3613589049
VNM-UNINHABITED-335,11893585.913611151,1116700.4685183358
VNM-UNINHABITED-336,11664331.464643765,2392438.3842932563
VNM-UNINHABITED-337,12164241.280769277,1114658.8785413757
VNM-UNINHABITED-338,12081428.060866194,1240372.5601594048
VNM-UNINHABITED-339,12062104.97622214,1067172.7632270288
VNM-UNINHABITED-340,12662654.178334141,1146350.145012943
VNM-UNINHABITED-341,12028672.972631637,1215620.8819311322
VNM-UNINHABITED-342,11393991.55733281,2571384.452915637
VNM-UNINHABITED-343,11501095.196028797,2374772.769075309
VNM-UNINHABITED-344,11733238.521391895,939215.4676124547
VNM-UNINHABITED-345,12000296.043712687,1645183.4699462778
VNM-UNINHABITED-346,12443045.78777633,987854.3819338792
VNM-UNINHABITED-347,12608978.943211772,885055.6482163179
VNM-UNINHABITED-348,12136023.442876376,1343861.0261653084
VNM-UNINHABITED-349,12070999.72947099,1289013.2378905527
VNM-UNINHABITED-350,12013244.1240496,1704781.0371335046
VNM-UNINHABITED-351,12735652.498100564,1130196.3369694774
VNM-UNINHABITED-352,12043395.32283663,1146350.145012943
VNM-UNINHABITED-353,11587229.74883551,2510449.553026694
VNM-UNINHABITED-354,11481739.11674639,2533760.3140130853
VNM-UNINHABITED-355,12059957.966817245,1287482.5441806354
VNM-UNINHABITED-356,12084766.853529684,1420744.3835211876
VNM-UNINHABITED-357,11681106.733355183,2514979.694810723
VNM-UNINHABITED-358,12720623.432266299,1108263.009440829
VNM-UNINHABITED-359,12051063.213568397,1830237.5561549207
VNM-UNINHABITED-360,12072127.060819842,1466594.2119746646
VNM-UNINHABITED-361,11722722.30381236,2328603.0171923637
VNM-UNINHABITED-362,12611432.668245938,892931.5013785852
VNM-UNINHABITED-363,12113019.770681074,1241901.0425433735
VNM-UNINHABITED-364,12149825.646193556,1173187.6893020722
VNM-UNINHABITED-365,11607273.017826866,1064040.3205015908
VNM-UNINHABITED-366,12195526.274954889,1415095.2681948016
VNM-UNINHABITED-367,11575020.980682196,1062823.6078912886
VNM-UNINHABITED-368,12092163.107890667,1762226.914232244
VNM-UNINHABITED-369,12124368.24896409,1253825.629614897
VNM-UNINHABITED-370,12167615.152691256,1495750.643583762
VNM-UNINHABITED-371,12070277.335057426,1502649.2608533036
VNM-UNINHABITED-372,12011190.181763206,1782172.7653535036
VNM-UNINHABITED-373,11774314.229076147,1026339.8448514768
VNM-UNINHABITED-374,11500449.99338605,2469732.169582801
VNM-UNINHABITED-375,12754055.435856804,1111917.656278321
VNM-UNINHABITED-376,11656911.634252176,2397259.319757132
VNM-UNINHABITED-377,11583035.931657655,2473605.8637677436
VNM-UNINHABITED-378,11557227.825947778,2383763.9889599774
VNM-UNINHABITED-379,11995547.684670402,1745410.6737616765
VNM-UNINHABITED-380,11634048.293946967,1079252.4800605385
VNM-UNINHABITED-381,12002145.769475104,1440736.972880534
VNM-UNINHABITED-382,11648957.254513845,1008110.5139013953
VNM-UNINHABITED-383,11794282.425971944,2313179.399773567
VNM-UNINHABITED-384,11602404.785805028,1121269.879306914
VNM-UNINHABITED-385,11995671.729306648,1443813.9870459512
VNM-UNINHABITED-386,11627658.739418307,989585.7285393174
VNM-UNINHABITED-387,12704674.219544224,1283196.9907048685
VNM-UNINHABITED-388,12191538.97177437,1517339.1049234236
VNM-UNINHABITED-389,12049005.488789644,1435814.4356645686
VNM-UNINHABITED-390,11806870.530722179,986246.0790662176
VNM-UNINHABITED-391,12498868.032303594,976319.0250753313
VNM-UNINHABITED-392,11992480.528377695,1779055.110613201
VNM-UNINHABITED-393,11752724.226700092,2368674.1540922453
VNM-UNINHABITED-394,11493997.966958582,2551588.8295207014
VNM-UNINHABITED-395,12141237.608573977,1705596.9852925676
VNM-UNINHABITED-396,11658085.189554788,1033329.9516286438
VNM-UNINHABITED-397,12069466.151324637,1732339.5612023433
VNM-UNINHABITED-398,11993205.428290093,1578303.5277987646
VNM-UNINHABITED-399,12067012.426290471,1258107.3041894743
VNM-UNINHABITED-400,11890543.268597502,1061302.771012622
VNM-UNINHABITED-401,11579889.212704033,1037281.4253448006
VNM-UNINHABITED-402,12197673.284359783,1427701.9138563317
VNM-UNINHABITED-403,12596710.318040945,926570.7037322184
VNM-UNINHABITED-404,12154733.096261889,1281054.4284251444
VNM-UNINHABITED-405,11544646.374414213,2566189.8899667514
VNM-UNINHABITED-406,12127742.120886067,1635148.2454409734
VNM-UNINHABITED-407,11504127.351864196,1046401.7198258853
VNM-UNINHABITED-408,12077747.473314945,1092430.3531219885
VNM-UNINHABITED-409,12130195.845920233,1085733.9334072585
VNM-UNINHABITED-410,12707741.375836931,994837.8637242687
VNM-UNINHABITED-411,11874102.219280008,2344240.495800997
VNM-UNINHABITED-412,12186938.23733531,1463399.3999081468
VNM-UNINHABITED-413,12021925.22878768,1162511.2314218124
VNM-UNINHABITED-414,11760013.797511999,1059173.6998071847
VNM-UNINHABITED-415,11733847.050394624,995354.8485389587
VNM-UNINHABITED-416,11670560.034110747,1018743.2884244786
VNM-UNINHABITED-417,11569809.277481344,2398866.588957644
VNM-UNINHABITED-418,12082300.55251313,1364223.707243747
VNM-UNINHABITED-419,11455285.808393767,2499129.462739582
VNM-UNINHABITED-420,11998921.556592379,1716166.1067155316
VNM-UNINHABITED-421,12054862.953703959,1626588.2431819853
VNM-UNINHABITED-422,12109032.467500556,1349995.285898997
VNM-UNINHABITED-423,11528838.909666914,2498806.141805684
VNM-UNINHABITED-424,12757122.592149511,988461.5944645045
VNM-UNINHABITED-425,11589487.958085123,2388582.576239354
VNM-UNINHABITED-426,12029899.835148718,1180815.7196623264
VNM-UNINHABITED-427,12036034.147734132,1169221.7698703278
VNM-UNINHABITED-428,11959293.789312467,1322821.983513208
VNM-UNINHABITED-429,12076520.610797863,1674227.3265965153
VNM-UNINHABITED-430,11748451.746460136,930118.6994728942
VNM-UNINHABITED-431,11654330.823681187,2401438.5224668733
VNM-UNINHABITED-432,11651427.411788827,2480709.895797208
VNM-UNINHABITED-433,11864805.938131679,2274187.2866933946
VNM-UNINHABITED-434,12145838.343013037,1751637.524882547
VNM-UNINHABITED-435,12724304.019817548,1108872.0921987225
VNM-UNINHABITED-436,12723383.872929737,982997.0009796987
VNM-UNINHABITED-437,12081121.345236924,1132024.7079874347
VNM-UNINHABITED-438,12425869.712537173,972980.4357738032
VNM-UNINHABITED-439,12095865.208104182,1429970.0147044898
VNM-UNINHABITED-440,12132649.570954397,1525362.0115866917
VNM-UNINHABITED-441,11587874.951478256,2533436.333664487
VNM-UNINHABITED-442,11739466.423338696,2450316.4841665314
VNM-UNINHABITED-443,11801393.769697614,1135591.066777266
VNM-UNINHABITED-444,11788191.759012695,2304862.698972095
VNM-UNINHABITED-445,12187244.95296458,1398806.9220828037
VNM-UNINHABITED-446,11483674.72467463,2512714.4731882717
VNM-UNINHABITED-447,12635049.771699779,926570.7037322184
VNM-UNINHABITED-448,11997213.167441994,1506041.4608329148
VNM-UNINHABITED-449,11822996.549294516,1000213.6812931357
VNM-UNINHABITED-450,12190312.109257288,1538944.6426383955
VNM-UNINHABITED-451,12126208.542739714,1353676.4320761682
VNM-UNINHABITED-452,12135103.295988563,1218981.1517157527
VNM-UNINHABITED-453,11649169.202539213,2432975.1294596344
VNM-UNINHABITED-454,12176203.190310836,1509626.993417107
VNM-UNINHABITED-455,11974384.306250725,1745099.3738582619
