Unnamed: 0,UID,source,iso,country,region,subregion,name,giga_id_school,clean,class,ghsl_smod,rurban,dataset,geometry,filepath,c1_dist,c1_norm_dist,c1_prob
6073,OSM-VNM-NON_SCHOOL-00029210,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Pvoil,,0,non_school,0,urban,train,POINT (11897192.209609592 2368879.626896908),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00029210.jpeg,94964.97596264703,0.06608634111225525,1.5131565267603079e-09
8084,OSM-VNM-NON_SCHOOL-00001149,OSM,VNM,Viet Nam,Asia,South-eastern Asia,,,0,non_school,1,urban,train,POINT (11784253.576822732 2394127.464306532),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00001149.jpeg,40104.1125567843,0.026972917141336584,3.7073846199246893e-09
5942,OSM-VNM-NON_SCHOOL-00018639,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Nha Khoa Hồ Hoàng Dũng,,0,non_school,1,urban,train,POINT (11782692.320964355 2396535.1349571785),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00018639.jpeg,42961.64409558837,0.02901021359729377,3.447026608575489e-09
9845,OSM-VNM-NON_SCHOOL-00014561,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Hoa Hào Quán,,0,non_school,1,urban,train,POINT (11735850.749030909 2097316.575917853),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00014561.jpeg,269686.6495297449,0.1906553411402066,5.245013220429218e-10
3812,OSM-VNM-NON_SCHOOL-00011783,OSM,VNM,Viet Nam,Asia,South-eastern Asia,BBQ Chicken,,0,non_school,1,urban,train,POINT (11796857.61484831 2303213.5789586976),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00011783.jpeg,55667.183406437594,0.03806871386492375,2.6268021196400573e-09
10485,OSM-VNM-NON_SCHOOL-00010139,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Cà Phê 555 Trưng Trắc,,0,non_school,1,urban,train,POINT (11775279.222113958 2388433.262803665),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00010139.jpeg,40607.63717076493,0.02733190842371427,3.6586899318893e-09
5476,OSM-VNM-NON_SCHOOL-00006613,OSM,VNM,Viet Nam,Asia,South-eastern Asia,,,0,non_school,1,urban,train,POINT (11790796.157255122 2331789.738885369),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00006613.jpeg,29337.439744843105,0.01929674487014671,5.182168220067038e-09
5608,OSM-VNM-NON_SCHOOL-00025504,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Tokachiya Ramen,,0,non_school,1,urban,train,POINT (11778379.469932552 2395350.8179196143),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00025504.jpeg,44148.78946558506,0.029856596925756505,3.3493093150825673e-09
9456,OSM-VNM-NON_SCHOOL-00024507,OSM,VNM,Viet Nam,Asia,South-eastern Asia,,,0,non_school,1,urban,train,POINT (11777717.007642841 2427802.679635438),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00024507.jpeg,73638.51188302155,0.0508814941674327,1.9653310103166187e-09
7720,OSM-VNM-NON_SCHOOL-00007212,OSM,VNM,Viet Nam,Asia,South-eastern Asia,,,0,non_school,1,urban,train,POINT (11779240.526193839 2396082.0319363605),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00007212.jpeg,44296.20448299514,0.029961697460412412,3.3375605081588806e-09
10053,OSM-VNM-NON_SCHOOL-00020553,OSM,VNM,Viet Nam,Asia,South-eastern Asia,,,0,non_school,1,urban,train,POINT (11833519.79858515 2310679.9104331178),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00020553.jpeg,56896.76387905608,0.03894535158708454,2.56767429752587e-09
13215,OSM-VNM-NON_SCHOOL-00007642,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Chùa Vạn Niên,,0,non_school,1,urban,train,POINT (11778820.851713547 2399774.8184280004),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00007642.jpeg,47674.15851058001,0.03237003265298395,3.0892455160032107e-09
8816,OSM-VNM-NON_SCHOOL-00027047,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Panel Việt Xô,,0,non_school,1,urban,train,POINT (11788023.85665641 2380985.94789578),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00027047.jpeg,26847.07892977595,0.017521225267407924,5.7073050793037375e-09
8492,OSM-VNM-NON_SCHOOL-00003332,OSM,VNM,Viet Nam,Asia,South-eastern Asia,UBND Phường Nghĩa Xá,,0,non_school,1,urban,train,POINT (11874448.301806636 2372703.766809313),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00003332.jpeg,73040.85579993382,0.05045539121688907,1.9819285100175174e-09
3695,OSM-VNM-NON_SCHOOL-00029610,OSM,VNM,Viet Nam,Asia,South-eastern Asia,,,0,non_school,1,urban,train,POINT (11767492.980330423 2303442.3506693444),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00029610.jpeg,65453.807886067814,0.045046154042707044,2.2199226646127026e-09
11177,OSM-VNM-NON_SCHOOL-00000096,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Trạm xăng,,0,non_school,2,urban,train,POINT (11834752.105348231 2385700.5589426695),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00000096.jpeg,41928.86440349852,0.02827388632394378,3.5367963581528874e-09
12722,OSM-VNM-NON_SCHOOL-00004115,OSM,VNM,Viet Nam,Asia,South-eastern Asia,,,0,non_school,1,urban,train,POINT (11848381.841161976 2379669.802228524),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00004115.jpeg,50240.938395031946,0.03420003574859446,2.9239436758994643e-09
3567,OSM-VNM-NON_SCHOOL-00001557,OSM,VNM,Viet Nam,Asia,South-eastern Asia,,,0,non_school,1,urban,train,POINT (11865831.505302297 2398876.2122159884),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00001557.jpeg,74829.28141928911,0.0517304613697737,1.9330772564915646e-09
11251,OSM-VNM-NON_SCHOOL-00024469,OSM,VNM,Viet Nam,Asia,South-eastern Asia,PV Oil,,0,non_school,0,urban,train,POINT (11805937.611753844 2354146.743970054),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00024469.jpeg,5424.331077076436,0.002247732154735201,4.448883016398825e-08
9797,OSM-VNM-NON_SCHOOL-00010615,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Quán ăn Hà hà,,0,non_school,1,urban,train,POINT (11798588.521610653 2363275.3609180064),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00010615.jpeg,6312.207096076989,0.002880749373364481,3.471283409391448e-08
8166,OSM-VNM-NON_SCHOOL-00025354,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Chè Sầu Liên,,0,non_school,1,urban,train,POINT (11782566.195981288 2395054.3335791533),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00025354.jpeg,41719.6008552751,0.02812469046053258,3.5555583560930425e-09
3475,OSM-VNM-NON_SCHOOL-00022898,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Phòng Khám Đa Khoa Bảo An,,0,non_school,1,urban,train,POINT (11859876.246503327 2391956.9283468556),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00022898.jpeg,66136.45614623388,0.04553285274129209,2.1961940070741033e-09
11388,OSM-VNM-NON_SCHOOL-00006033,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Petrolimex,,0,non_school,1,urban,train,POINT (11756436.394546364 2169501.1247772058),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00006033.jpeg,194661.9961115405,0.13716600657198932,7.290361581653709e-10
5497,OSM-VNM-NON_SCHOOL-00028748,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Café Restaurant Thung Lung Hoa,,0,non_school,0,urban,train,POINT (11779961.542535707 2400582.684336156),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00028748.jpeg,47819.28672408199,0.03247350279531201,3.079402270134182e-09
8696,OSM-VNM-NON_SCHOOL-00006654,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Petrolimex,,0,non_school,1,urban,train,POINT (11789998.77574257 2354768.8271315205),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00006654.jpeg,13341.539992138158,0.00789235984989563,1.2670351982153977e-08
3597,OSM-VNM-NON_SCHOOL-00013845,OSM,VNM,Viet Nam,Asia,South-eastern Asia,,,0,non_school,1,urban,train,POINT (11793361.180961983 2300870.0190659817),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00013845.jpeg,58459.08508977,0.04005921907111108,2.496278774378796e-09
4101,OSM-VNM-NON_SCHOOL-00013673,OSM,VNM,Viet Nam,Asia,South-eastern Asia,CH Toan Tuyên,,0,non_school,1,urban,train,POINT (11824824.299200812 2343155.180645771),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00013673.jpeg,26888.161030962692,0.017550515029573086,5.6977802529870925e-09
6700,OSM-VNM-NON_SCHOOL-00017226,OSM,VNM,Viet Nam,Asia,South-eastern Asia,,,0,non_school,0,urban,train,POINT (11837050.85283311 2374971.0763770128),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00017226.jpeg,37987.61968329141,0.02546394921861321,3.9270804887259636e-09
11273,OSM-VNM-NON_SCHOOL-00004315,OSM,VNM,Viet Nam,Asia,South-eastern Asia,True Coffee,,0,non_school,1,urban,train,POINT (11777520.974019554 2397136.1493972926),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00004315.jpeg,46111.87700177398,0.03125619347470141,3.19933322322304e-09
4463,OSM-VNM-NON_SCHOOL-00006000,OSM,VNM,Viet Nam,Asia,South-eastern Asia,,,0,non_school,1,urban,train,POINT (11781318.081850514 2268666.049184047),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00006000.jpeg,92426.30396390757,0.06427637772405263,1.555765615927606e-09
9496,OSM-VNM-NON_SCHOOL-00026855,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Đình Nghè làng Tri Chỉ,,0,non_school,1,urban,train,POINT (11780461.144410387 2366558.9096980584),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00026855.jpeg,23716.290315012906,0.015289108329207024,6.540536944849128e-09
7399,OSM-VNM-NON_SCHOOL-00027038,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Cơ Sở Sản Xuất Đồ Gỗ Nội Thất Cao Cấp Trọng Nguyễn,,0,non_school,1,urban,train,POINT (11787708.599858481 2382863.753292329),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00027038.jpeg,28599.119276410955,0.01877035429377988,5.32749549833595e-09
2381,OSM-VNM-NON_SCHOOL-00024467,OSM,VNM,Viet Nam,Asia,South-eastern Asia,PV Oil,,0,non_school,1,urban,train,POINT (11805867.925752606 2357786.972561286),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00024467.jpeg,3175.244937982422,0.0006442309656507471,1.5522222361944364e-07
