Unnamed: 0,UID,source,iso,country,region,subregion,name,giga_id_school,clean,class,ghsl_smod,rurban,dataset,geometry,filepath,c2_dist,c2_prob
2846,OSM-VNM-NON_SCHOOL-00014471,OSM,VNM,Viet Nam,Asia,South-eastern Asia,,,0,non_school,1,urban,train,POINT (11886318.855707379 1206115.5678678285),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00014471.jpeg,94704.00917857929,0.0001539775555769831
12578,OSM-VNM-NON_SCHOOL-00019590,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Cafe Võng Nguyên Khoa,,0,non_school,1,urban,train,POINT (11796637.202256536 1176676.9401751598),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00019590.jpeg,12638.100828261346,0.0011538356937340428
12262,OSM-VNM-NON_SCHOOL-00021363,OSM,VNM,Viet Nam,Asia,South-eastern Asia,,,0,non_school,1,urban,train,POINT (11840917.535345815 1142631.9178480173),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00021363.jpeg,45612.08245132944,0.00031970239140512575
2385,OSM-VNM-NON_SCHOOL-00022374,OSM,VNM,Viet Nam,Asia,South-eastern Asia,QA-Quyên-Tổ 5- Ấp Cây Liễu- Minh Thạnh- Dầu Tiếng- Bình Dương,,0,non_school,1,urban,train,POINT (11854702.227890747 1281994.6549791181),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00022374.jpeg,128838.0309491679,0.00011318313179135088
10320,OSM-VNM-NON_SCHOOL-00025403,OSM,VNM,Viet Nam,Asia,South-eastern Asia,,,0,non_school,1,urban,train,POINT (11875650.997585172 1209274.0517752385),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00025403.jpeg,86802.65723282834,0.00016799361104285248
4655,OSM-VNM-NON_SCHOOL-00014082,OSM,VNM,Viet Nam,Asia,South-eastern Asia,,,0,non_school,1,urban,train,POINT (11914581.20462743 1194919.192920118),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00014082.jpeg,117417.67725806324,0.00012419162239607687
7891,OSM-VNM-NON_SCHOOL-00006434,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Nhà hàng Bình Xuyên,,0,non_school,1,urban,train,POINT (11874758.883185953 1201678.5230184596),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00006434.jpeg,82372.45846918567,0.00017702873154032216
11773,OSM-VNM-NON_SCHOOL-00015164,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Nhà Hàng Pasta Box,,0,non_school,1,urban,train,POINT (11878391.126851046 1208421.3954572312),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00015164.jpeg,88745.9273572437,0.0001643150538948936
10406,OSM-VNM-NON_SCHOOL-00001377,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Khám Bệnh Siêu Âm Bác Sĩ Thạch,,0,non_school,1,urban,train,POINT (11849585.093537962 1178504.5731610695),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00001377.jpeg,50391.44175166983,0.000289380325899776
2301,OSM-VNM-NON_SCHOOL-00011343,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Doanh trai quan doi nhan dan Viet Nam,,0,non_school,1,urban,train,POINT (11772634.604971183 1118182.3714712271),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00011343.jpeg,54649.81361259102,0.0002668315017509615
4801,OSM-VNM-NON_SCHOOL-00001815,OSM,VNM,Viet Nam,Asia,South-eastern Asia,CX Huệ huệ,,0,non_school,1,urban,train,POINT (11805023.901373414 1163261.3248543292),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00001815.jpeg,4250.044127160516,0.0034310918664272817
12470,OSM-VNM-NON_SCHOOL-00023035,OSM,VNM,Viet Nam,Asia,South-eastern Asia,TUk TUk Long Thành,,0,non_school,1,urban,train,POINT (11913699.554260347 1196332.8279465048),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00023035.jpeg,116938.34456605904,0.00012470068642386333
8094,OSM-VNM-NON_SCHOOL-00020131,OSM,VNM,Viet Nam,Asia,South-eastern Asia,,,0,non_school,1,urban,train,POINT (11859127.400288759 1232246.9683279938),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00020131.jpeg,88951.8570254127,0.00016393465324160447
11783,OSM-VNM-NON_SCHOOL-00023814,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Tiệm Trà Sữa 2900,,0,non_school,1,urban,train,POINT (11837658.100655388 1168774.2217238953),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00023814.jpeg,36788.31576618785,0.0003963837847140687
7852,OSM-VNM-NON_SCHOOL-00011511,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Đại chủng viện Thánh Quý,,0,non_school,1,urban,train,POINT (11771759.299815075 1119422.7210350032),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00011511.jpeg,54064.28138776179,0.0002697213661654015
7982,OSM-VNM-NON_SCHOOL-00025615,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Dr Trang's Pet Clinic,,0,non_school,1,urban,train,POINT (11574030.837280797 1144455.0810674755),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00025615.jpeg,227963.08103304118,6.396777833751181e-05
9534,OSM-VNM-NON_SCHOOL-00005011,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Đặc sản Bê Thui MƯỜI,,0,non_school,1,urban,train,POINT (12052550.35887763 1789310.2232131658),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00005011.jpeg,673196.3941185018,2.1661274427579485e-05
847,OSM-VNM-NON_SCHOOL-00003018,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Cà Phê Mina,,0,non_school,1,urban,train,POINT (11869792.364104208 1215716.2419069894),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00003018.jpeg,85493.82411716899,0.00017056544127296057
3528,OSM-VNM-NON_SCHOOL-00001274,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Trung Tâm Y Tế Dự Phòng - Phòng Khám Tiêm Phòng,,0,non_school,1,urban,train,POINT (11878571.241787147 1205384.6888605459),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00001274.jpeg,87454.49831201912,0.00016674147262993016
8757,OSM-VNM-NON_SCHOOL-00009624,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Giáo xứ Công Lý,,0,non_school,1,urban,train,POINT (11875949.333820496 1208525.3132202483),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00009624.jpeg,86679.37830178451,0.00016823253837709625
9989,OSM-VNM-NON_SCHOOL-00021313,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Oc Mon,,0,non_school,1,urban,train,POINT (11697308.935692027 1119837.2352368636),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00021313.jpeg,113111.51879105285,0.00012891960069597505
7262,OSM-VNM-NON_SCHOOL-00027657,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Thánh thất Tân Lân,,0,non_school,1,urban,train,POINT (11867224.000812627 1176856.279933202),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00027657.jpeg,67225.48051754666,0.0002169161413855815
12072,OSM-VNM-NON_SCHOOL-00008656,OSM,VNM,Viet Nam,Asia,South-eastern Asia,,,0,non_school,0,urban,train,POINT (12021587.844388902 1799799.814290333),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00008656.jpeg,672153.6673932249,2.1694878037653936e-05
11329,OSM-VNM-NON_SCHOOL-00021120,OSM,VNM,Viet Nam,Asia,South-eastern Asia,xuyen hospital,,0,non_school,1,urban,train,POINT (11793287.821417548 1148421.159730002),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00021120.jpeg,18179.143009833642,0.0008021440740506717
8783,OSM-VNM-NON_SCHOOL-00010254,OSM,VNM,Viet Nam,Asia,South-eastern Asia,,,0,non_school,1,urban,train,POINT (11749662.380892612 1147042.2585101356),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00010254.jpeg,54412.7311573277,0.0002679941169373561
11907,OSM-VNM-NON_SCHOOL-00029711,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Cửa hàng Xăng dầu,,0,non_school,1,urban,train,POINT (12009138.095177563 1553085.6584407897),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00029711.jpeg,440475.2929810247,3.310581108413274e-05
1673,OSM-VNM-NON_SCHOOL-00001875,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Thích ca Phật Đài,,0,non_school,1,urban,train,POINT (11919037.435163375 1161261.5603585313),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00001875.jpeg,118011.71026933708,0.0001235664816938656
8953,OSM-VNM-NON_SCHOOL-00026619,OSM,VNM,Viet Nam,Asia,South-eastern Asia,,,0,non_school,1,urban,train,POINT (11795752.434943713 1119475.1708962347),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00026619.jpeg,45682.12168029043,0.0003192122278976664
12627,OSM-VNM-NON_SCHOOL-00012568,OSM,VNM,Viet Nam,Asia,South-eastern Asia,,,0,non_school,1,urban,train,POINT (11646276.630208174 2384758.6813637),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00012568.jpeg,1229695.967796243,1.1858452998582223e-05
1912,OSM-VNM-NON_SCHOOL-00008516,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Cty TK-XD Nam Khanh,,0,non_school,1,urban,train,POINT (11737453.193100875 1161539.053468264),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00008516.jpeg,63712.823364800926,0.0002288753043192558
7433,OSM-VNM-NON_SCHOOL-00024183,OSM,VNM,Viet Nam,Asia,South-eastern Asia,,,0,non_school,1,urban,train,POINT (11755023.527569216 2474074.286552442),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00024183.jpeg,1310038.5833016918,1.1131192640071759e-05
3804,OSM-VNM-NON_SCHOOL-00023974,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Vàm Cống,,0,non_school,0,urban,train,POINT (11742095.104547469 1152657.86049575),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00023974.jpeg,60231.02707909254,0.00024210597998783958
1025,OSM-VNM-NON_SCHOOL-00004850,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Trạm Xăng Dầu Thalexim,,0,non_school,1,urban,train,POINT (11852948.166674316 1227691.1794729393),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00004850.jpeg,81485.35365264863,0.00017895598635821614
2844,OSM-VNM-NON_SCHOOL-00027631,OSM,VNM,Viet Nam,Asia,South-eastern Asia,,,0,non_school,1,urban,train,POINT (11774350.37228278 2418254.84676206),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00027631.jpeg,1253694.2764668833,1.1631457613217415e-05
2549,OSM-VNM-NON_SCHOOL-00021230,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Nhà Hàng Chay An Duyên,,0,non_school,1,urban,train,POINT (11874404.107968796 1203921.3914428367),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00021230.jpeg,83086.23519344079,0.00017550791418948538
1859,OSM-VNM-NON_SCHOOL-00008363,OSM,VNM,Viet Nam,Asia,South-eastern Asia,bida Nguyễn Trãi,,0,non_school,1,urban,train,POINT (11704608.266022831 1026505.1223571873),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00008363.jpeg,168656.1624370766,8.646166037424385e-05
3662,OSM-VNM-NON_SCHOOL-00026006,OSM,VNM,Viet Nam,Asia,South-eastern Asia,,,0,non_school,1,urban,train,POINT (11779416.633628273 2401018.245736439),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00026006.jpeg,1236362.501151077,1.1794511579800775e-05
12375,OSM-VNM-NON_SCHOOL-00005625,OSM,VNM,Viet Nam,Asia,South-eastern Asia,,,0,non_school,1,urban,train,POINT (11840693.449210849 1158732.9875265344),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00005625.jpeg,40082.117435708984,0.00036381041645435847
13492,OSM-VNM-NON_SCHOOL-00004941,OSM,VNM,Viet Nam,Asia,South-eastern Asia,P V Oil,,0,non_school,1,urban,train,POINT (12064204.173729798 1316030.6809508651),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00004941.jpeg,303465.30188786064,4.805258375814711e-05
9965,OSM-VNM-NON_SCHOOL-00003137,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Hồng Đoan,,0,non_school,1,urban,train,POINT (11757598.570030246 1131221.6512635762),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00003137.jpeg,54965.58421173555,0.00026529858721203905
13298,OSM-VNM-NON_SCHOOL-00007516,OSM,VNM,Viet Nam,Asia,South-eastern Asia,coffee lộc vàng,,0,non_school,1,urban,train,POINT (11726238.311000908 1210094.204005841),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00007516.jpeg,87457.09102183409,0.00016673652949441537
6586,OSM-VNM-NON_SCHOOL-00015310,OSM,VNM,Viet Nam,Asia,South-eastern Asia,,,0,non_school,1,urban,train,POINT (12058637.865231661 1788861.8941220865),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00015310.jpeg,675079.5251653704,2.1600850408084413e-05
5643,OSM-VNM-NON_SCHOOL-00002607,OSM,VNM,Viet Nam,Asia,South-eastern Asia,chợ Chợ Vàm,,0,non_school,1,urban,train,POINT (11726923.48246674 1199464.8046395483),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00002607.jpeg,81839.51002249234,0.00017818156331397985
2668,OSM-VNM-NON_SCHOOL-00027220,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Đình thần Vĩnh Gia,,0,non_school,1,urban,train,POINT (11665360.241834357 1176266.7492244006),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00027220.jpeg,136199.6325813264,0.00010706557396878848
2665,OSM-VNM-NON_SCHOOL-00004964,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Cà Phê Memory,,0,non_school,1,urban,train,POINT (11870354.861491188 1209306.8030883337),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00004964.jpeg,82315.168757336,0.00017715193999840064
3994,OSM-VNM-NON_SCHOOL-00020140,OSM,VNM,Viet Nam,Asia,South-eastern Asia,,,0,non_school,0,urban,train,POINT (11937627.67880636 1228220.025603518),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00020140.jpeg,150537.53233341526,9.686814716984e-05
6937,OSM-VNM-NON_SCHOOL-00027178,OSM,VNM,Viet Nam,Asia,South-eastern Asia,,,0,non_school,1,urban,train,POINT (12059916.14694444 1325467.069556165),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00027178.jpeg,304623.27496547473,4.786992011135899e-05
10790,OSM-VNM-NON_SCHOOL-00023431,OSM,VNM,Viet Nam,Asia,South-eastern Asia,WELLMART Restaurant,,0,non_school,1,urban,train,POINT (12157264.93032367 1368239.5877264019),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00023431.jpeg,410166.7025556131,3.555211026590014e-05
1142,OSM-VNM-NON_SCHOOL-00016114,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Nhà thờ Phú Long,,0,non_school,1,urban,train,POINT (11878193.423435396 1219973.966254604),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00016114.jpeg,94792.39063966184,0.00015383399171870312
10656,OSM-VNM-NON_SCHOOL-00026535,OSM,VNM,Viet Nam,Asia,South-eastern Asia,146,,0,non_school,1,urban,train,POINT (12007195.681382708 1213038.846127281),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00026535.jpeg,211674.75434894685,6.889008508127919e-05
10429,OSM-VNM-NON_SCHOOL-00025213,OSM,VNM,Viet Nam,Asia,South-eastern Asia,,,0,non_school,1,urban,train,POINT (11793619.664819608 1142162.3987182095),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00025213.jpeg,23878.53605577599,0.000610686174504004
4362,OSM-VNM-NON_SCHOOL-00004633,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Thánh thất Chợ Gạo,,0,non_school,1,urban,train,POINT (11850696.952612003 1159040.788402414),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00004633.jpeg,49955.19392164377,0.00029190742126895873
3302,OSM-VNM-NON_SCHOOL-00011713,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Nhà Thuốc Thanh Sơn,,0,non_school,1,urban,train,POINT (11771132.45976242 1121198.3713926373),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00011713.jpeg,52933.36591920067,0.00027548393311917316
11640,OSM-VNM-NON_SCHOOL-00013169,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Hải Nam Cổ Miếu,,0,non_school,1,urban,train,POINT (11704389.523223424 1026215.995716277),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00013169.jpeg,169018.4411331112,8.627633611395973e-05
760,OSM-VNM-NON_SCHOOL-00006569,OSM,VNM,Viet Nam,Asia,South-eastern Asia,,,0,non_school,1,urban,train,POINT (11801958.273916457 1130729.8916972498),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00006569.jpeg,34126.960616311946,0.0004272953574918642
2011,OSM-VNM-NON_SCHOOL-00028517,OSM,VNM,Viet Nam,Asia,South-eastern Asia,,,0,non_school,1,urban,train,POINT (12034746.253478628 1225125.9857829742),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00028517.jpeg,241316.33550968376,6.042811733345192e-05
1961,OSM-VNM-NON_SCHOOL-00011428,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Nha Khoa Á Châu,,0,non_school,1,urban,train,POINT (11776711.458682507 1120072.2455044629),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00011428.jpeg,50975.31445449705,0.00028606575540940767
1666,OSM-VNM-NON_SCHOOL-00012220,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Bun mi,,0,non_school,1,urban,train,POINT (12168863.75334738 1470561.4801954115),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00012220.jpeg,478254.1160888008,3.0490677123519467e-05
1801,OSM-VNM-NON_SCHOOL-00000938,OSM,VNM,Viet Nam,Asia,South-eastern Asia,,,0,non_school,1,urban,train,POINT (11872883.92900252 1201730.414954059),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00000938.jpeg,80723.44311293516,0.00018064506758286596
11403,OSM-VNM-NON_SCHOOL-00026156,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Kim Thuý 2,,0,non_school,1,urban,train,POINT (11917145.783056322 1187410.9853317118),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00026156.jpeg,118238.85815201966,0.00012332909894908968
11715,OSM-VNM-NON_SCHOOL-00022372,OSM,VNM,Viet Nam,Asia,South-eastern Asia,CF-Ngọc Nữ-Tổ 1- Ấp Cây Liễu- Minh Thạnh- Dầu Tiếng- Bình Dương-0912181153,,0,non_school,1,urban,train,POINT (11855693.082678296 1281222.6899192277),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00022372.jpeg,128554.30479228246,0.00011343293295560831
